PID,Final_Radius_nm,fiPEG,fiRNA,Birth_Time,Merge_Count,Num_Ancestors,Num_Parents,Num_Children,Is_Initial
161,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
163,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
164,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
166,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
167,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
168,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
169,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
171,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
172,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
174,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
175,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
178,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
179,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
180,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
181,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
182,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
184,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
185,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
186,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
187,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
188,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
189,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
190,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
191,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
192,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
194,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
195,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
196,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
197,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
201,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
202,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
203,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
205,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
206,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
207,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
208,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
209,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
210,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
213,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
214,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
